Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
6.300049,S,6.300049,1.326593,0.001674153,0.4915915,0.00029282,0,60.14109,167.7702,0.09977072,82.59066,103.0548,3.316717,-121.8912042,-121.7924,-4.906829,1494.798741,1491.261,80.77586,86.05896,86.89954,8475.845,404.8705
6.400052,S,6.400052,1.316521,0.001699768,0.4932946,0.000297441,0,60.14109,164.6411,0.09911277,82.59066,103.1152,3.326501,-120.2172035,-120.1203,-4.825924,1482.706957,1479.174,80.28966,86.04562,86.89303,8624.305,412.9237
6.500054,S,6.500054,1.306582,0.00172094,0.494999,0.000301031,0,60.14109,161.5859,0.09810948,82.59066,103.1754,3.336264,-118.5828405,-118.4878,-4.746716,1470.78041,1467.252,79.81142,86.03218,86.88645,8771.564,420.9287
6.600056,S,6.600056,1.296772,0.001732174,0.4967045,0.000304173,0,60.14109,158.6021,0.09696962,82.59066,103.2355,3.346009,-116.986518,-116.8933,-4.66924,1459.0161,1455.492,79.34103,86.01865,86.87981,8917.64,428.8863
6.700058,S,6.700058,1.287087,0.001756837,0.498411,0.000308738,0,60.14109,155.6874,0.09628617,82.59066,103.2956,3.355748,-115.4273469,-115.3359,-4.593755,1447.409023,1443.889,78.87828,86.00504,86.87309,9062.549,436.7972
6.800061,S,6.800061,1.277517,0.001791451,0.5001197,0.00031387,0,60.14109,154.3385,0.09670678,82.59066,103.3557,3.365489,-114.7056493,-114.6148,-4.564384,1435.939152,1432.423,78.42207,85.99135,86.8663,9206.308,444.6621
6.900063,S,6.900063,1.268001,0.001822622,0.5018411,0.000320358,0,60.14109,151.7,0.09668639,82.59066,103.4162,3.375293,-113.2940816,-113.2048,-4.496907,1424.552404,1421.04,77.96935,85.97752,86.85945,9348.923,452.4816
7.000065,S,7.000065,1.258596,0.001816603,0.5035644,0.000320388,0,60.14109,149.1206,0.09472664,82.59066,103.4768,3.385119,-111.9142085,-111.8265,-4.429894,1413.304871,1409.796,77.52338,85.96356,86.85253,9490.407,460.2562
7.100068,S,7.100068,1.249298,0.001839997,0.5052898,0.000324041,0,60.14109,146.5988,0.09386531,82.59066,103.5375,3.394953,-110.5650939,-110.4789,-4.364934,1402.193545,1398.688,77.08394,85.94954,86.84553,9630.775,467.9865
7.20007,S,7.20007,1.240105,0.001886605,0.5070173,0.000332053,0,60.14109,144.1321,0.09424602,82.59066,103.5984,3.404818,-109.2455389,-109.1608,-4.302036,1391.213431,1387.711,76.65092,85.93542,86.83845,9770.039,475.6732
7.300072,S,7.300072,1.231016,0.001897657,0.5087465,0.000335023,0,60.14109,141.7197,0.09318046,82.59066,103.6595,3.414721,-107.954986,-107.8717,-4.239734,1380.365511,1376.866,76.22414,85.92118,86.83131,9908.212,483.317
7.400074,S,7.400074,1.222028,0.001906348,0.5104778,0.000337677,0,60.14109,139.3598,0.09204195,82.59066,103.7208,3.424658,-106.6924636,-106.6106,-4.178726,1369.645792,1366.149,75.80352,85.90684,86.82409,10045.31,490.9183
7.500077,S,7.500077,1.213138,0.001942197,0.5122114,0.000343551,0,60.14109,137.0507,0.09178035,82.59066,103.7824,3.434641,-105.4571906,-105.3767,-4.119483,1359.049278,1355.555,75.38895,85.89242,86.81679,10181.34,498.4778
7.600079,S,7.600079,1.204347,0.001971289,0.513947,0.000349647,0,60.14109,134.7913,0.09155918,82.59066,103.8443,3.444672,-104.2484482,-104.1693,-4.061512,1348.576949,1345.085,74.9802,85.87788,86.80942,10316.32,505.9962
7.700081,S,7.700081,1.195649,0.001985801,0.5156856,0.000351989,0,60.14109,132.5799,0.09035525,82.59066,103.9066,3.454765,-103.0654143,-102.9876,-4.004231,1338.222816,1334.733,74.57721,85.86324,86.80196,10450.25,513.4741
7.800084,S,7.800084,1.187044,0.002004387,0.5174276,0.000356358,0,60.14109,130.4153,0.08968083,82.59066,103.9659,3.464376,-101.9074201,-101.8309,-3.948426,1327.985874,1324.498,74.17987,85.84848,86.79444,10583.17,520.9118
7.900086,S,7.900086,1.17853,0.002035447,0.5191737,0.000360156,0,60.14109,128.2966,0.08886471,82.59066,103.9523,3.462181,-100.7739506,-100.6987,-3.893706,1317.86312,1314.377,73.78803,85.83363,86.78683,10715.06,528.3101
8.000088,S,8.000088,1.170104,0.002077727,0.5209258,0.000367336,0,60.14109,126.2228,0.08887169,82.59066,103.9389,3.46,-99.66454569,-99.59052,-3.840572,1307.85255,1304.368,73.40157,85.81869,86.77915,10845.94,535.6696
8.10009,S,8.10009,1.161766,0.002105617,0.5226867,0.000370739,0,60.14109,124.1932,0.08795617,82.59066,103.9255,3.457836,-98.57881858,-98.50601,-3.788069,1297.952163,1294.469,73.02039,85.80362,86.77139,10975.84,542.9906
8.200092,S,8.200092,1.153512,0.002134243,0.5244689,0.000375588,0,60.14109,122.2094,0.08738571,82.59066,103.9121,3.455671,-97.51751701,-97.44589,-3.73693,1288.157964,1284.676,72.64443,85.78844,86.76355,11104.74,550.2738
8.300095,S,8.300095,1.145344,0.002171138,0.5260316,0.000380065,0,60.14109,120.2157,0.08672652,82.59066,103.8989,3.453524,-96.45096933,-96.38054,-3.68524,1278.471938,1274.991,72.27356,85.77316,86.75563,11232.68,557.5197
8.400097,S,8.400097,1.13726,0.002201259,0.5274451,0.000385167,0,60.14109,118.2296,0.08620755,82.59066,103.8857,3.45139,-95.38846381,-95.31923,-3.633651,1268.893095,1265.413,71.90787,85.75777,86.74763,11359.65,564.7285
8.500099,S,8.500099,1.129259,0.002239795,0.5288517,0.000391212,0,60.14109,116.2831,0.08589043,82.59066,103.8725,3.449247,-94.34714658,-94.27908,-3.583175,1259.41744,1255.938,71.54727,85.74226,86.73954,11485.67,571.9012
8.600101,S,8.600101,1.121338,0.002279206,0.5302518,0.00039744,0,60.14109,114.375,0.08559967,82.59066,103.8593,3.447113,-93.32637329,-93.25945,-3.533686,1250.041975,1246.563,71.1917,85.72663,86.73137,11610.74,579.0382
8.700104,S,8.700104,1.113496,0.002304998,0.5316452,0.000401253,0,60.14109,112.5045,0.0847853,82.59066,103.8462,3.444988,-92.32573201,-92.25994,-3.484862,1240.76669,1237.288,70.84102,85.71088,86.72311,11734.89,586.1398
8.800106,S,8.800106,1.105734,0.002327057,0.5330315,0.000403421,0,60.14109,110.6711,0.08363642,82.59066,103.8331,3.442851,-91.34491667,-91.28024,-3.436799,1231.591581,1228.113,70.49517,85.695,86.71476,11858.11,593.2065
8.900108,S,8.900108,1.098052,0.002368978,0.5344106,0.000408929,0,60.14109,108.874,0.08318695,82.59066,103.8199,3.440718,-90.38355711,-90.31996,-3.390018,1222.516643,1219.038,70.15409,85.67904,86.70634,11980.42,600.239
9.000111,S,9.000111,1.090446,0.002418576,0.535783,0.000416504,0,60.14109,107.112,0.08314351,82.59066,103.8067,3.438574,-89.44092699,-89.37838,-3.34434,1213.53688,1210.058,69.81763,85.66297,86.69782,12101.83,607.2375
9.100113,S,9.100113,1.082915,0.002445501,0.5371485,0.000420176,0,60.14109,105.3842,0.08231413,82.59066,103.7934,3.436419,-88.51665174,-88.45515,-3.299102,1204.651283,1201.172,69.48566,85.64676,86.68923,12222.35,614.2026
9.200115,S,9.200115,1.075456,0.002483663,0.5385078,0.000425794,0,60.14109,103.6894,0.08186644,82.59066,103.7799,3.434243,-87.60999408,-87.54951,-3.254898,1195.855865,1192.376,69.15818,85.63044,86.68054,12341.98,621.1348
9.300117,S,9.300117,1.068069,0.002519746,0.5398603,0.000431056,0,60.14109,102.0272,0.08134566,82.59066,103.7664,3.432056,-86.72074467,-86.66126,-3.211475,1187.150618,1183.67,68.83509,85.61399,86.67178,12460.74,628.0345
9.40012,S,9.40012,1.060751,0.002563978,0.5412067,0.000436405,0,60.14109,100.3965,0.0808375,82.59066,103.7498,3.429351,-85.84838483,-85.78988,-3.168859,1178.533542,1175.052,68.51631,85.59743,86.66291,12578.63,634.902
9.500122,S,9.500122,1.053503,0.002599336,0.5425465,0.00044149,0,60.14109,98.79673,0.08027804,82.59066,103.7308,3.426283,-84.99257251,-84.93503,-3.126989,1170.003631,1166.521,68.20173,85.58073,86.65396,12695.67,641.7379
9.600124,S,9.600124,1.046327,0.002630726,0.5410501,0.000445183,0,60.14109,96.7219,0.07946934,82.59066,103.604,3.405725,-83.88267547,-83.82648,-3.069934,1161.564907,1158.081,67.89178,85.56391,86.64491,12811.85,648.5425
9.700127,S,9.700127,1.039257,0.002558223,0.5369191,0.000431933,0,60.14109,94.24087,0.07570519,82.59066,103.378,3.369106,-82.55557436,-82.50111,-2.998284,1153.256428,1149.771,67.58873,85.5469,86.63577,12927.21,655.3165
9.800129,S,9.800129,1.032297,0.00244494,0.5328523,0.000409883,0,60.14109,91.84293,0.07054766,82.59066,103.1557,3.333066,-81.27292639,-81.22016,-2.928169,1145.079207,1141.592,67.29279,85.52975,86.62653,13041.73,662.0605
9.900131,S,9.900131,1.025442,0.002425896,0.5288469,0.000402502,0,60.14109,89.52406,0.06804042,82.59066,102.9366,3.297553,-80.03257689,-79.9814,-2.861646,1137.027238,1133.538,67.00366,85.51261,86.61717,13155.45,668.7753
10.00013,S,10.00013,1.01869,0.002491243,0.5249017,0.0004094,0,60.14109,87.28085,0.06798034,82.59066,102.7206,3.262559,-78.8326578,-78.78297,-2.798495,1129.097502,1125.606,66.72099,85.49547,86.60773,13268.36,675.4615
10.10014,S,10.10014,1.012035,0.00260762,0.5210132,0.00042611,0,60.14109,85.10983,0.06951077,82.59066,102.5078,3.22806,-77.67132958,-77.62305,-2.738165,1121.284991,1117.791,66.44448,85.47829,86.59818,13380.49,682.1198
10.20014,S,10.20014,1.005477,0.002668463,0.5171814,0.000434083,0,60.14109,83.00831,0.06957527,82.59066,102.2981,3.194072,-76.54723233,-76.50034,-2.678947,1113.587695,1110.091,66.17394,85.46098,86.58856,13491.85,688.7507
10.30014,S,10.30014,0.9990104,0.002724719,0.5134029,0.000440293,0,60.14109,80.97292,0.06934768,82.59066,102.0913,3.160561,-75.45848642,-75.41294,-2.621384,1106.000621,1102.501,65.90926,85.44357,86.57883,13602.44,695.3548
10.40014,S,10.40014,0.9926328,0.002810167,0.5096765,0.00045073,0,60.14109,79.00085,0.06976959,82.59066,101.8874,3.127509,-74.40361696,-74.35936,-2.565891,1098.518766,1095.016,65.65022,85.42609,86.56902,13712.28,701.9327
10.50014,S,10.50014,0.9863445,0.002958391,0.5060022,0.00047112,0,60.14109,77.09039,0.0716797,82.59066,101.6863,3.094913,-73.3816879,-73.33865,-2.512874,1091.145101,1087.639,65.39659,85.4086,86.55911,13821.37,708.485
10.60015,S,10.60015,0.9801421,0.003130397,0.5023782,0.000495457,0,60.14109,75.23866,0.07410321,82.59066,101.4879,3.062762,-72.39116873,-72.3493,-2.461727,1083.873626,1080.364,65.14812,85.39106,86.54913,13929.73,715.0121
10.70015,S,10.70015,0.9740152,0.003319026,0.4987983,0.000522817,0,60.14109,73.44157,0.0768761,82.59066,101.2919,3.031003,-71.4298738,-71.38913,-2.412258,1076.692368,1073.179,64.90466,85.37341,86.53903,14037.37,721.5148
10.80015,S,10.80015,0.967971,0.003463879,0.4952666,0.000543082,0,60.14109,71.6991,0.07851778,82.59066,101.0987,2.999679,-70.49781613,-70.45818,-2.363673,1069.610289,1066.093,64.66614,85.35566,86.52885,14144.3,727.9933
10.90015,S,10.90015,0.9620016,0.003606183,0.4917787,0.000561753,0,60.14109,70.00786,0.07986449,82.59066,100.9078,2.968746,-69.59316863,-69.55461,-2.316322,1062.618405,1059.097,64.43237,85.3378,86.51858,14250.52,734.4481
